Model,Load-1,Load-2,Load-3,Load-4,Load-5,Load-6,Load-7,Load-8,Load-9,Load-10,Load-11,Load-12,WorstLife
1292,45300,24760,76934,34746,26468,73478,35257,28730,55207,31287,20635,4075,31342.393
1293,27540,12721,52575,22353,257,43333,48530,68297,10101,60988,27726,77492,123214.836
1294,79135,74956,47631,67062,20458,49553,1396,56155,67501,44356,70296,30208,117944.656
1295,55281,64026,35066,47706,68015,7600,31863,48265,56123,16372,77293,67161,142416.016
1296,24752,19808,19143,71232,22727,15686,33193,47850,2923,52449,7759,72052,24178.285
1297,21495,68565,79549,40742,44087,52989,33975,66355,24917,60834,37455,68482,44866.449
1298,58104,75027,9182,39187,43287,70742,42474,62752,57575,54568,8066,70700,189120
1299,10467,60487,51555,52697,77520,66978,79420,49484,13925,78289,24819,11108,165596.953
1300,47147,51396,27829,68868,71018,13846,67759,26016,66022,41116,56298,56007,143354.766
1301,33431,24696,24443,71132,33559,69375,55869,46692,46705,20320,42739,55966,62988.535
1302,36094,58715,68534,33067,79769,59025,67918,59056,53194,17904,78873,41348,97348.297
1303,39806,16558,63529,63652,70381,72511,32780,41424,19199,48427,76290,15980,340027.156
1304,27399,54761,23405,16845,75132,60763,35742,25453,50661,67328,12532,38381,84356.328
1305,21987,23435,47214,10937,48279,6214,25573,60551,46041,20218,54236,46087,270375.875
1306,72582,2567,7966,18588,21185,35393,57239,28555,23782,58732,46276,39698,963994.812
1307,24480,1961,75954,58099,42247,10546,41119,56797,58328,63001,66335,4435,32382.201
1308,59654,79463,17354,77838,67315,26670,36527,17993,36904,75302,57128,25222,57162.613
1309,76243,56637,10294,41237,61031,79152,53415,58784,76600,72358,63149,51831,242352.688
1310,42531,75710,40436,18453,71692,64081,19747,75745,19747,17873,64167,25722,158172.609
1311,32459,41311,4856,28880,57925,10598,21476,60254,50556,19709,3588,72858,155631.938
1312,47506,3624,76799,45296,6604,19613,65395,74130,54865,46915,54169,68467,17980.646
1313,72218,63753,39030,12258,39156,30505,78557,67035,77803,68076,48579,26564,792857.75
1314,13055,8856,16950,35217,62562,45742,79679,24367,52710,335,30399,19774,297212.906
1315,13915,6280,70516,53081,61397,17961,32231,40541,79731,64828,47806,6629,68246.094
1316,6208,31106,77904,21314,69012,28963,512,44895,21735,13929,26960,51148,24868.457
1317,34224,66902,22102,4589,54592,79799,48186,23598,50603,25710,62827,6842,173264.797
1318,79092,3036,67135,19924,38856,64427,13076,58430,13320,70631,39269,67738,48994.586
1319,43749,38521,8888,28129,34159,74814,45103,23136,503,66061,32833,24544,361573.031
1320,17828,38772,11388,65774,60956,34977,76998,45782,2124,47842,71294,69973,116671.461
1321,12530,58641,63394,31618,32763,46113,54735,60428,29516,10280,52679,44916,194806.109
1322,73785,7450,67586,56012,24330,43082,36624,44675,61710,12423,23134,66060,92658.82
1323,19366,58346,58553,54526,28518,43214,13815,24034,63046,52330,53310,45127,501631.5
1324,48569,2729,34527,64469,51756,74289,9573,56599,78222,4102,26954,18991,164621.266
1325,3713,71333,38645,35446,1202,72308,55474,58028,26014,32140,24750,24588,322933.594
1326,51604,16425,57206,12591,44842,48092,66382,12357,26454,64092,787,70135,139338
1327,77574,63573,19717,14222,39668,75483,51862,32001,19061,35849,30576,4747,344254.656
1328,9879,17383,44860,71675,53711,74128,69544,76771,39896,42792,54909,76158,118950.508
1329,75925,76992,9755,43455,49463,58596,31151,37843,41566,19604,32916,27044,144243.047
1330,62478,37114,49032,5111,8328,75166,13613,46315,69804,11601,13882,60146,201079.203
1331,71060,17720,9287,28500,25761,31058,5230,50671,54144,40140,52904,19494,600462.688
1332,36345,78338,2074,78972,73741,17300,49280,61231,37614,3389,29384,51592,38285.457
1333,26211,12130,24993,68766,961,67477,73905,24138,60384,3244,43744,2195,31870.836
1334,24657,23100,72023,33167,27523,2748,41754,29736,13958,30080,62134,1314,34613.566
1335,39133,26335,12323,10667,9765,29897,56331,17373,11534,7850,5951,46326,1445537.375
1336,2111,58576,63207,17502,72838,58179,482,29788,29367,29972,47444,5180,122541.586
1337,57569,41701,19057,50459,58610,54781,4062,32610,41256,66110,46227,1829,632263.438
1338,20363,71794,47804,62584,25092,18207,64413,35162,20963,52749,37940,29459,158471.578
1339,9280,47493,44937,70732,66892,53370,43718,32407,3020,57793,56556,72114,199478.578
1340,69315,49156,3181,9707,12356,57389,16071,44851,55799,20310,78477,70811,521065.031
1341,25213,48727,78592,12749,21334,22118,2723,48320,37559,25613,15083,14042,16079.799
1342,54965,52973,79655,63791,29589,2620,47713,41234,17019,21904,20293,68256,43463.191
1343,59113,64094,16697,37230,38241,9279,48856,36938,26183,10107,34023,72674,785513.188
1344,14518,53458,45377,687,40216,76833,34691,14987,3281,25757,71168,50160,241591.75
1345,57904,29316,52579,73593,14273,7607,27839,11868,45798,44410,19352,62407,31806.453
1346,27805,34922,6351,10849,34011,60312,55532,26291,32945,65362,14433,23184,2925774.75
1347,23535,64842,47823,53265,2010,26267,72242,28123,61454,19629,13567,28365,208884.516
1348,6135,22591,37155,39380,28898,63530,28352,10172,24184,44723,43652,25717,963963.5
1349,12237,68824,47553,16007,15763,56530,64314,2810,26598,27230,34354,33567,540705
1350,71946,67678,22785,20403,463,43221,75947,2963,57349,2946,43085,24689,530597.125
1351,63685,14891,21979,75300,53556,20195,21079,48712,20273,54574,44205,12491,36344.719
1352,78235,8352,19225,26224,3326,65906,61260,78144,33089,56979,63690,16345,510622.281
1353,3726,18025,33893,35547,34627,44912,31202,43492,65682,58949,75985,46323,816290.125
1354,17714,10588,18410,26632,17035,72578,67318,56281,48218,70649,10191,30066,491346.312
1355,7784,46991,8763,78094,5916,38141,76253,8792,29266,35321,41810,33624,11616.88
1356,26343,3927,46419,38968,61197,71519,6144,10100,76461,36561,51543,33631,578380.5
1357,60184,49239,58738,34365,65190,18465,30671,33442,11196,75602,65896,67490,221187.422
1358,28957,3917,1966,43474,46502,4944,77380,9848,69435,44033,54417,76975,198522.078
1359,9703,56426,45550,168,39732,11970,955,28921,56951,77586,1586,50381,338611.656
1360,1254,22376,49250,62009,59013,47364,67178,33090,6382,54424,30235,47077,334451.219
1361,5327,50276,11947,55851,46070,77201,46057,54246,45553,51138,18665,74494,290025.719
1362,55069,37958,76511,67673,18541,6396,45549,39617,29827,12656,79728,71203,53026.277
1363,54991,4264,68297,44364,73935,52902,51955,60649,11820,67169,4536,71873,108133.055
1364,63169,46502,58776,62169,60258,31100,42528,61521,37085,79285,13600,70268,467523.25
1365,28041,19132,30435,60,16648,76500,58307,74524,24514,34850,69575,23394,222663.656
1366,34295,2693,35076,40749,47165,53300,28476,31127,56598,79097,16460,26598,1028087.625
1367,43057,58289,6922,43976,62759,15898,66683,1799,71331,22908,19956,46175,213315.688
1368,387,15432,68807,44584,55945,35497,21657,49666,14425,32104,37074,9526,74441.617
1369,13125,2582,70605,61813,30371,27114,26774,14118,3951,71967,42445,22311,54948.23
1370,64581,9393,14989,26581,77621,200,28319,7190,5239,18947,21635,76423,17381.857
1371,62179,52930,78196,71604,69941,54278,9192,54808,40421,9837,36541,21722,95088.539
1372,58828,24819,76793,15843,8953,47037,15532,50874,849,78244,33963,58041,15761.872
1373,10215,22508,57424,22754,10945,55075,48800,61120,57731,7037,8441,8508,108625.234
1374,33178,11627,45870,64561,44307,25502,20022,78416,22707,13236,33271,12297,131682.25
1375,34039,16041,70843,71358,54225,11551,3486,45166,23653,69418,5199,5763,107032.766
1376,53983,22417,35470,40712,46750,74169,68617,49168,68787,39782,53538,44620,561849.125
1377,3110,54392,25500,18427,7067,53578,7647,69878,45128,71081,36715,68042,1798147.125
1378,63369,42071,74419,26394,25436,68419,40946,74856,47453,29149,28382,2744,46149.137
1379,34854,54393,58489,27486,34052,67010,15240,59512,6374,73071,44686,12772,323664.469
1380,20117,74665,47355,57976,55538,32993,13017,70688,20705,66396,6894,26183,307821.375
1381,44849,21600,28871,62721,53111,29064,28893,27645,23677,34758,38985,14531,158897.281
1382,73302,63752,17119,44804,79209,3204,29977,25186,74240,22466,2708,16543,31270.994
1383,19272,56812,50936,63494,63052,44018,24249,18642,73578,2320,59955,41361,433004
1384,6321,71021,19688,8805,27020,24173,73927,72137,31284,74161,69032,53900,214885.547
1385,9745,30646,33507,57037,45976,16166,69160,38131,77164,46685,10193,79697,222726.75
1386,28830,78243,33614,48037,63956,41855,680,63870,30743,58080,55315,42845,147097.938
1387,9358,25485,40244,7695,69116,35177,7641,3982,59386,7918,6843,38939,69870.109
1388,67808,5315,56520,69309,60577,76999,52487,35576,4099,8563,43380,66301,209935.984
1389,187,28884,20529,17152,18099,66647,35379,670,49777,69237,13085,24147,946921.562
1390,69523,27479,56652,61552,65267,29509,43700,67407,8651,4968,18162,70566,450373.719
1391,47141,52858,64750,47547,76934,45777,9038,8557,33386,37912,64259,8406,117914.164
1392,3692,46933,2217,38328,20401,15719,57816,21200,68125,74442,67137,76991,251574.578
1393,60661,1939,75973,19347,31001,51197,25688,8506,19280,61710,8945,834,16136.659
1394,71330,9172,16793,12753,38210,21949,791,45492,22752,16578,25961,51622,542657.875
1395,52784,79581,21348,33030,47397,43582,64805,63507,34762,70188,55253,17592,96343.898
1396,37993,774,17616,27932,72299,70383,7620,72995,66357,21304,31478,20358,105255.469
1397,18556,31496,51926,21436,67051,41726,76736,78401,52449,49613,66636,73136,220131.422
1398,4129,56792,72811,68261,34994,29081,42100,75146,11853,44942,24837,34192,120153.172
1399,19859,28279,26957,24693,51776,50994,49585,14950,69757,57408,79240,43535,422407.812
1400,1662,67841,6745,57647,39900,1525,1871,39819,19568,32704,1183,31635,90964.422
1401,7592,5165,7943,7745,30287,47860,46116,9560,18500,16658,60156,61346,2107112.75
1402,57202,46789,79886,59235,69217,13282,22820,67519,4787,19482,41038,28949,53261.961
1403,47415,44178,61026,9131,33431,39404,21445,15107,52073,18211,29500,63746,119371.922
1404,40850,29617,55213,70501,73011,30702,35558,1942,813,4082,61267,55294,208409.156
1405,64010,10908,4379,6846,19061,31599,14464,10705,66485,31243,57036,69267,1434549.125
1406,75647,78487,20785,48629,57270,40088,6631,17026,23376,29378,13493,39406,130816.617
1407,18550,33340,53512,18100,15498,76881,25607,52925,78200,73776,65927,29456,208876.188
1408,72171,38950,18417,76702,61077,21830,61864,16760,6927,43837,76694,73427,45783.75
1409,38122,18298,31730,28958,77239,23760,58541,57611,9179,18781,10838,73334,46660.051
1410,61783,26801,8988,27558,78168,57359,6741,72758,14479,52574,74018,35625,48602.652
1411,19434,28095,37622,32934,17409,67699,71353,39157,3485,17458,78350,25770,495593.688
1412,12892,27553,33297,29134,42666,46316,58364,15786,59486,1287,59685,42735,1985912.375
1413,38067,12603,35938,47744,36066,3825,7009,53404,35021,28849,61916,59789,246864.156
1414,12229,56525,44635,70529,41143,22023,48295,59293,71182,67020,55444,74614,97590.234
1415,13502,10975,3919,11500,63954,10954,34115,72526,4518,9212,43385,40361,54337.523
1416,79015,74549,70778,32172,30941,15044,63116,66257,66926,28550,37488,49177,93826.977
1417,37352,20464,22103,24596,22659,10263,9193,23799,53927,21154,78909,51437,462411.844
1418,56520,9467,42643,35665,34694,41170,15506,3097,38009,25389,43724,29923,683086.562
1419,27178,22025,65775,15308,10606,44863,27198,49573,28132,24484,65275,75842,42692.371
1420,43100,57676,57505,39962,68057,34962,10783,59411,59106,3523,54420,35740,237227.875
1421,35518,71367,67718,44350,28541,42443,38990,35315,3389,10421,68729,37948,177636.812
1422,54240,2785,79640,25063,35046,49367,31533,13244,15294,51790,22552,76272,13231.814
1423,72425,19635,74432,3701,53364,51110,50763,29573,17432,65178,62240,24161,24765.396
1424,66280,79860,17073,60271,51551,49583,44620,17952,21820,22713,47732,69070,106930.578
1425,43512,14951,78444,75257,79646,77903,59426,55118,59114,46109,45910,31720,69225.383
1426,76610,52006,37610,54713,58622,47141,1446,59180,48808,27285,37565,47105,658701.188
1427,57099,57668,74661,48593,61371,12954,75293,19336,22173,35973,39076,36787,92912.289
1428,70854,1153,60447,53803,18182,63609,74795,23583,59493,14928,79771,51937,166399.109
1429,66711,8735,79846,39858,31091,65422,46533,23181,22374,32272,2752,70641,20188.926
1430,55482,12725,39989,23811,21944,53934,654,66419,62918,10251,62901,6471,578167.562
1431,54848,9049,70287,35581,55466,63597,78786,3683,1153,65942,38264,27527,68344.938
1432,33122,53774,17218,30685,55694,20498,58360,48980,77275,79962,45132,69867,385271.5
1433,51017,51535,72720,60071,54794,73085,17644,73175,33368,39659,18555,51914,155355.344
1434,50995,16524,17442,63637,54839,56647,76618,13887,8092,52614,37123,78414,141424.266
1435,4143,11534,11557,23848,1653,65025,46547,56508,37509,72554,69167,71463,556771.438
1436,44502,33256,28843,38663,11937,64887,10896,73022,64483,38976,45394,34317,603662.75
1437,9105,9780,56522,26390,78635,18430,31485,2550,1333,12591,66798,19034,36063.562
1438,16749,49119,42322,22781,75407,26815,19816,37936,72456,62113,36619,44228,57463.52
1439,63473,78627,35877,57455,64910,26197,26975,7840,29315,778,15597,3393,153972.344
1440,49555,72680,78134,58237,59641,21862,25658,44867,48780,23555,58786,15102,76096.469
1441,10187,6955,56637,57933,12918,52747,73770,63181,22070,33550,74060,75305,170176.281
1442,24100,43236,31609,67965,68772,68122,53868,10969,55449,16751,35647,26683,222116.969
1443,55210,62148,22590,12257,28248,13471,73916,53176,79747,34087,43655,39921,527096.625
1444,13777,9901,58278,56924,37875,39204,61550,70217,11643,62072,32101,16679,253560.281
1445,31291,34931,74772,60425,48506,61949,73249,53747,77894,25991,61112,43587,91376.836
1446,23062,22765,39975,56667,22481,58550,17287,24342,66726,70334,52910,41518,210221.781
1447,51461,65911,28249,46289,22283,66680,4626,5240,276,47391,23907,5951,585392.812
1448,73434,36395,32205,50897,66129,21397,70589,13660,78315,21192,29580,69714,250400.891
1449,34354,6675,44233,9959,17824,49364,34819,19919,5483,69553,51233,51765,208046.75
1450,51008,70231,18778,5494,38014,60038,37819,37104,50994,12336,16345,16020,337192
1451,50049,79440,69779,31700,17526,1728,32891,2109,32999,51388,25793,40533,79919.773
1452,28983,30353,30383,25754,55322,24169,49485,5327,65388,22706,66435,18899,384241.062
1453,60326,78462,5153,59866,47500,44691,42287,718,45561,25026,7476,76503,113439.789
1454,54197,49349,16035,18548,64020,75557,8786,5771,17703,74198,52991,60065,270033.094
1455,36960,34684,66042,8570,22547,74805,36865,22718,8388,36416,36952,35363,61402.168
1456,27574,44505,10714,45295,8548,19342,29856,77239,33374,6147,50766,40597,143316.375
1457,32066,66325,45529,27818,19913,28340,11675,1562,28268,1150,43321,77657,520869.094
1458,32575,65626,30605,30736,79850,9167,66522,74961,4008,3601,68644,78573,32926.605
1459,31502,71400,33753,40435,26354,39218,26631,49955,66930,72432,13524,55533,405456.75
1460,49765,14407,18767,51858,14037,38265,44875,38303,11069,46069,724,7240,121635.344
1461,40942,28894,48036,71810,40007,30497,38191,26106,65431,67059,15080,20944,82008.062
1462,73301,56381,45476,29177,1736,8053,44262,67823,66372,21496,36949,52813,613027.812
1463,78051,42079,49435,37740,71968,56264,21815,63285,20778,21784,4469,34099,202255.547
1464,59580,62765,47474,35246,12388,7048,8154,22734,12021,76765,59655,76222,693848.375
1465,58544,64381,72689,6128,22250,78767,51504,13532,76786,22770,29034,3141,45159.441
1466,3389,52956,19575,663,28464,69492,38632,49201,19944,74656,23814,10957,718899.312
1467,74456,49363,62953,64942,77664,1843,53114,51972,29808,49958,10427,55936,78966.977
1468,41498,40624,11612,23012,34989,53284,70842,37715,37585,65140,22135,41278,2447216.25
1469,9194,22773,17300,33906,64315,37561,52460,27743,27111,46328,47238,63013,213191.594
1470,16295,56429,79064,4892,29679,31288,74954,21586,58637,43061,78619,3578,16938.043
1471,73187,63463,5680,36992,46033,59549,54443,53908,34,51355,42581,20499,1101402.375
1472,51412,39642,77075,1736,21710,9697,74932,41158,9213,16876,12882,51400,13952.748
1473,73967,51568,64602,55696,48735,77610,26186,72035,70627,42766,60757,51400,307652.656
1474,66692,13123,48268,75185,65689,76044,40877,78157,13812,41906,31274,55588,113725.367
1475,68085,14368,62874,69035,78117,53775,33984,75321,11556,52082,76281,25652,154914.328
1476,60507,52066,12939,66095,66132,44776,60219,59968,8603,65360,38379,8580,169760.453
1477,40087,36771,73838,12748,71496,75241,74960,5403,66029,67018,67542,1556,51959.289
1478,58393,29545,41723,34593,5914,32960,10985,5299,28504,16516,66127,51845,615838.062
1479,39703,21639,21511,43110,43147,4359,32979,54304,50588,32807,74334,58620,381215.469
1480,18443,31943,308,8476,16472,14848,64990,39120,6856,53279,76209,62561,808945.562
1481,3692,14491,59853,54428,15250,20425,53162,6085,3344,35193,20139,24291,133873.109
1482,50209,17726,48137,9987,57117,54309,22524,25764,42823,74429,53236,45071,361979.75
1483,61824,57532,73455,74283,16332,59527,40139,15816,26536,4446,27728,47663,89947.492
1484,35337,25154,41479,79758,39881,64276,77102,7730,49101,27708,18863,67205,42762.199
1485,20908,52089,53981,32575,67333,34300,51190,34869,43821,41850,9220,58941,248974.5
1486,70505,48648,61277,33810,28837,50298,40890,52263,30372,37037,47034,15248,247592.156
1487,35745,40072,59105,31306,20571,72249,50208,13983,60518,9963,44052,15339,234786.531
1488,63798,58299,56825,69725,43225,72003,7318,19321,76682,26856,44833,72807,202240.25
1489,10421,7115,71013,70064,17918,72667,31318,56900,30990,27812,77552,27183,71637.406
1490,29913,12084,73770,28418,64308,29421,18824,37523,67221,44161,60382,47757,37151.574
1491,71979,73765,25428,25970,39704,31544,48493,77795,7436,48439,73094,9256,250961.156
1492,1128,67780,75327,12945,36423,31962,41489,6407,28118,25545,1732,4261,32560.025
1493,22533,39067,9279,77997,63073,73134,69987,78032,4839,75591,51599,57154,44219.832
1494,23588,34392,24895,52320,56021,33808,41281,25211,63287,47441,6873,75990,461484.219
1495,63487,46717,30340,57581,6997,39253,443,79922,68287,56553,39342,70731,100925.805
1496,28899,33513,33507,5545,75647,63710,78480,70532,41630,52126,18536,14807,72210.734
1497,44554,30897,25520,66214,45363,17494,57852,6475,74885,77296,27833,60857,90095.555
1498,76861,16223,76078,47279,5111,40137,59651,19019,76475,74347,57880,64322,28833.154
1499,3171,66984,66996,50777,33756,59913,49309,26508,18820,21710,77438,78449,216776.109
1500,50106,58632,71292,55096,28646,15224,59751,32325,10300,37987,39061,61051,118328.094
